acctno,monthly_income,job_time_months,res_time_months,job_employment_status,job_title,job_company,job_verified,industry,term,fundedAmount,monthly_payment,make,model,year,loanStatus
L023867,5200.0,24.0,24.0,Full Time,MACHINE OPERATOR,QUAD GRAPHICS,False,Manufacturing,51.0,10709.9,481.32,Chevrolet,Malibu,2016.0,ACTIVE
L023868,2600.0,24.0,240.0,Full Time,OTHER,1800 FLOWERS,False,Retail,48.0,12634.1,447.93,Volkswagen,Jetta,2016.0,CLOSED
L023869,3640.0,13.0,24.0,Full Time,Foreman,Family Fresh Pack,False,Agriculture,54.0,16789.7,524.73,GMC,Acadia,2014.0,ACTIVE
L023873,2400.0,48.0,24.0,,,STATE OF ILLINOIS,False,Government,54.0,15053.0,491.88,Chrysler,200,2015.0,WRITE-OFF
L023875,3000.0,24.0,12.0,Full Time,,SALON SPA RS,False,Other Services,24.0,6022.49,412.25,Dodge,Journey,2013.0,WRITE-OFF
L023877,2080.0,1.0,24.0,Full Time,PACKING,QPS EMPLOYMENT,False,Other Services,54.0,11900.1,430.73,Hyundai,Tucson,2013.0,ACTIVE
L023879,4000.0,6.0,24.0,Full Time,INSTALLER,AJ GUTTERS,False,Construction,54.0,,602.29,Chevrolet,Camaro,2013.0,WRITE-OFF
L023880,2800.0,4.0,24.0,Full Time,DISHWASHER,ROSEBUD RESTAURANT,False,Hospitality,54.0,,576.52,Honda,CR-V,2011.0,WRITE-OFF
L023881,2400.0,12.0,12.0,Full Time,DELIVERY,DESIGN BY GUZZARDOS,False,Retail,48.0,12601.1,457.18,Chevrolet,Cruze Limited,2016.0,WRITE-OFF
L023887,4600.0,1.0,24.0,Full Time,OPERATOR,KARAVAN TRAILERS,False,Manufacturing,57.0,14515.8,555.63,Toyota,Corolla,2016.0,ACTIVE
L023888,5440.0,6.0,84.0,,Labor,United shippers Inc,False,Transport,57.0,15449.9,551.05,Ford,Expedition,2010.0,ACTIVE
L023889,3000.0,36.0,48.0,,Labor,Chris Construction,False,Construction,57.0,15521.9,558.91,Ford,Fusion,2013.0,WRITE-OFF
L023895,3450.0,2.0,24.0,Full Time,CRANE OPERATOR,S & S INTERNATIONAL,False,Construction,51.0,11563.5,487.94,Ford,Explorer,2014.0,ACTIVE
L023896,5700.0,89.0,0.0,Self-Employed,INGINEER PENETRATION,TOTAL,False,Mining,36.0,7240.91,342.09,Kia,Optima,2015.0,ACTIVE
L023897,3200.0,12.0,72.0,Full Time,LANDSCAPER,CUTTERS LANDSCAPING INC,False,Other Services,60.0,16775.8,504.48,Buick,Enclave,2016.0,REPOED
L023898,2800.0,12.0,24.0,Full Time,FORKLIFT DRIVER,CLEAR STAFF INC,False,Other Services,60.0,17330.8,553.88,Chevrolet,Suburban,2014.0,CLOSED
L023899,2000.0,1.0,0.0,Full Time,PACKING,STAFFING PARTNERS,False,Other Services,54.0,12347.3,454.42,Nissan,Sentra,2016.0,CLOSED
L023900,2400.0,1.0,0.0,Full Time,INSTALLER,MIDWEST SEAMLESS GUTTERS AND S,False,Construction,60.0,17549.1,549.32,GMC,Yukon XL,2012.0,ACTIVE
L023901,6000.0,6.0,0.0,Full Time,CONSTRUCTION,VALENCIARD LLC,False,Construction,60.0,17765.4,609.37,Ram,1500,2014.0,WRITE-OFF
L023902,3500.0,12.0,24.0,Full Time,,EE SS,False,Other Services,54.0,15367.5,619.99,Ford,Explorer,2016.0,ACTIVE
L023905,3000.0,1.0,24.0,Full Time,LABORER,METRO STAFF,False,Other Services,54.0,14095.0,513.16,Hyundai,Sonata,2015.0,WRITE-OFF
L023906,3100.0,24.0,36.0,Full Time,MANAGER,IRON ARCH MANAGEMENT,False,Real Estate,54.0,13257.8,490.29,Chevrolet,Malibu,2018.0,REPOED
L023907,2400.0,2.0,24.0,Full Time,OPERATOR,GUNDERSON INC,False,Manufacturing,57.0,14236.8,533.03,Honda,Odyssey,2014.0,ACTIVE
L023908,10992.0,84.0,60.0,Full Time,OWNER,4 HERMANOS LLC,False,Other Services,57.0,15577.7,589.07,Toyota,Sienna,2012.0,ACTIVE
L023910,2640.0,2.0,12.0,Full Time,LABOR,INVERNESS NH LLC,False,Other Services,45.0,10158.0,481.93,Ford,Focus,2016.0,ACTIVE
L023911,3360.0,12.0,24.0,,,ST ANDREWS CARPENTRY,False,Construction,54.0,14977.0,479.73,Jeep,Grand Cherokee,2015.0,ACTIVE
L023912,2464.0,5.0,12.0,Full Time,LABOR,IMPERIAL RECYCLING,False,Other Services,57.0,13850.4,547.92,Toyota,Corolla,2014.0,WRITE-OFF
L023913,2000.0,12.0,36.0,Full Time,CONSTRUCCION,A & J CONCRETE OF WEST CJHICAG,False,Construction,57.0,16960.6,598.74,Nissan,Altima,2020.0,WRITE-OFF
L023914,2720.0,5.0,12.0,Full Time,LABOR,SERVICE FIRST STAFFING/DRYLOCK,False,Other Services,42.0,10752.1,468.29,Ford,Edge,2013.0,CLOSED
L023916,3000.0,48.0,132.0,Full Time,NONE LISTED,WALGREENS,False,Retail,51.0,9222.12,401.94,Ford,Focus,2015.0,ACTIVE
L023918,2700.0,1.0,24.0,,Operator,Superior Health Linen LLC,False,Healthcare,54.0,14483.0,503.39,Volkswagen,Jetta,2019.0,ACTIVE
L023919,3700.0,180.0,96.0,,,Alternative Staffing,False,Other Services,48.0,8027.0,274.43,Honda,Civic,2015.0,ACTIVE
L023920,2434.0,18.0,48.0,Full Time,GUEST SERVICES,HOOTERS,False,Hospitality,45.0,11500.3,427.8,Nissan,Sentra,2017.0,CLOSED
L023922,2800.0,24.0,36.0,,,POTBELLY,False,Hospitality,39.0,8420.1,441.13,Ford,Fusion,2015.0,ACTIVE
L023923,4415.0,17.0,12.0,,Cook,Connies Pizza Inc,False,Hospitality,54.0,14326.4,567.53,Jeep,Grand Cherokee,2013.0,ACTIVE
L023924,4500.0,48.0,120.0,Full Time,QUALITY CONTROL,ERA INDUSTRIES INC.,False,Manufacturing,36.0,7083.65,381.91,Dodge,Avenger,2012.0,ACTIVE
L023926,2550.0,7.0,60.0,Full Time,CNA,PEORIA SLF SP LLC,False,Healthcare,54.0,13678.7,497.08,Ford,Edge,2013.0,WRITE-OFF
L023927,2480.0,1.0,0.0,Full Time,LABORER,TONYS FRSH MARKET,False,Retail,42.0,10258.1,512.43,Volkswagen,Golf,2013.0,WRITE-OFF
L023928,4000.0,4.0,24.0,Full Time,OPERATOR,SERVICE FIRST STAFFING,False,Other Services,45.0,11975.5,533.55,Nissan,Quest,2013.0,WRITE-OFF
L023929,2640.0,12.0,12.0,Full Time,LABORER,TRIUNE OGISTICS,False,Transport,57.0,14738.5,550.4,Dodge,Journey,2015.0,CLOSED
L023930,2800.0,18.0,24.0,Full Time,FOOD SERVICE,GORICHA CORPORATION-MCDONALDS,False,Hospitality,52.0,15671.0,527.4,Ram,1500,2014.0,ACTIVE
L023931,3600.0,12.0,24.0,Full Time,CUSTOMER SERVICE,"CALA SPECIAL CARGO, LLC",False,Transport,51.0,11575.9,510.38,Chevrolet,Cruze,2015.0,CLOSED
L023932,3700.0,16.0,36.0,Full Time,OTHER,TYSON,False,Manufacturing,42.0,9498.97,460.68,Ford,Expedition,2012.0,ACTIVE
L023934,3200.0,4.0,24.0,Full Time,LABORER,UCH LLC,False,Construction,57.0,13998.0,535.28,Toyota,Corolla,2017.0,CLOSED
L023935,4192.0,8.0,12.0,Full Time,LABORER,LUTTRELL STAFFING GROUP,False,Other Services,57.0,13987.9,521.82,Ford,Fusion,2016.0,CLOSED
L023936,1600.0,19.0,12.0,Full Time,CASHIER,MACHIQUES CITY RESTAURANT,False,Hospitality,59.0,18561.1,671.28,Chevrolet,Trailblazer,2021.0,ACTIVE
L023938,2000.0,10.0,12.0,Full Time,CASHIER,SPECS,False,Retail,48.0,12763.0,486.43,Mitsubishi,Lancer,2017.0,WRITE-OFF
L023939,4000.0,12.0,12.0,other,CARPET,MARTINEZ CARPET,False,Retail,54.0,17735.0,594.04,Ford,F150,2016.0,ACTIVE
L023940,3500.0,10.0,0.0,Full Time,Hr recruiter,Be a champion,False,Professional Services,60.0,12401.0,417.62,Chevrolet,Equinox,2016.0,WRITE-OFF
L023941,2500.0,8.0,12.0,,,Labor Personnel,False,Other Services,48.0,12103.4,440.69,Ford,Fusion,2014.0,ACTIVE
L023942,2126.0,12.0,36.0,,Cleaning,Cleaner Living Services Inc,False,Other Services,53.0,13512.1,480.3,Ford,Fusion,2016.0,ACTIVE
L023943,2240.0,12.0,12.0,,Labor,Minute Men Of Illinois,False,Other Services,45.0,9229.8,455.29,Ford,Escape,2016.0,WRITE-OFF
L023944,4000.0,96.0,24.0,Full Time,MANAGER,C31 LLC DBA MCDONALDS,False,Hospitality,57.0,15578.1,556.11,Honda,Civic,2015.0,ACTIVE
L023948,2600.0,4.0,24.0,Full Time,LABOR,UNIVERSAL GLOBO  CONSTRUCTION,False,Construction,54.0,16754.9,546.52,Chevrolet,Equinox,2018.0,ACTIVE
L023949,3800.0,300.0,96.0,Full Time,LABOR,EDEN STONE COMPANY INC,False,Construction,59.0,17409.6,550.18,Nissan,Titan,2011.0,ACTIVE
L023950,2720.0,24.0,12.0,Full Time,PRODUCTION,HERFF JONES LLC,False,Manufacturing,54.0,16359.3,564.61,Ford,Explorer,2015.0,ACTIVE
L023952,2340.0,8.0,84.0,Full Time,PARTS MGR,AUTOZONE,False,Retail,42.0,7636.6,376.68,Nissan,Altima,2011.0,WRITE-OFF
L023953,2400.0,3.0,,,Labor,Farmintong Foods Inc,False,Agriculture,51.0,13623.1,498.63,Buick,Verano,2014.0,ACTIVE
L023954,2448.0,24.0,72.0,,labor,All Staffing,False,Other Services,57.0,15159.6,501.72,Ford,Explorer,2012.0,ACTIVE
L023955,4800.0,12.0,24.0,,,LAND MARK DEMOLITION,False,Construction,54.0,15318.0,536.78,Jeep,Grand Cherokee,2015.0,WRITE-OFF
L023956,2400.0,8.0,,,Butcher,Specialized Staffing Solutions Inc,False,Hospitality,51.0,12358.0,510.49,Nissan,Rogue,2013.0,WRITE-OFF
L023957,2560.0,6.0,24.0,,Labor,Alden Town Manor Rehab,False,Healthcare,54.0,15035.3,495.29,Chevrolet,Impala,2018.0,WRITE-OFF
L023959,2200.0,24.0,12.0,Full Time,LANDSCAPING,RADAMENN STONE & LANDSCAPE CO,False,Construction,60.0,14730.0,535.67,Nissan,Murano 2017.5,2017.0,ACTIVE
L023960,2600.0,8.0,360.0,,,BETTY SHABAZZ INTERNATIONAL,False,Other Services,48.0,9040.0,359.48,Buick,LaCrosse,2011.0,WRITE-OFF
L023961,2741.0,17.0,24.0,Full Time,tech,TRESTEN SNEED & ASSOCIATE,False,IT,42.0,9217.0,456.86,Volkswagen,Passat,2014.0,ACTIVE
L023962,2400.0,4.0,0.0,Full Time,LABOR,WAQLMART INC,False,Retail,51.0,11826.3,450.25,Acura,MDX,2009.0,ACTIVE
L023964,2600.0,6.0,0.0,Full Time,,HOLIDAY INN AND SUITES,False,Hospitality,51.0,13053.3,541.76,Chevrolet,Equinox,2015.0,WRITE-OFF
L023965,3200.0,4.0,0.0,Full Time,LABOR,PERROS BROTHERS GYROS,False,Hospitality,57.0,13006.5,527.41,Chevrolet,Equinox,2015.0,WRITE-OFF
L023966,6000.0,14.0,12.0,Full Time,,SELF EMPLOYED,False,Other Services,48.0,11699.3,469.11,Jeep,Grand Cherokee,2014.0,CLOSED
L023969,2440.0,4.0,0.0,Full Time,LABORER,FLEXIBLE STAFFING SERVICES,False,Other Services,42.0,9753.4,472.5,Nissan,Rogue,2013.0,ACTIVE
L023970,2600.0,2.0,24.0,Full Time,LABORER,HEART HOUSE HOSPITALITY,False,Hospitality,57.0,15319.6,571.03,Hyundai,Tucson,2016.0,ACTIVE
L023972,280.5,6.0,0.0,Full Time,Community Associate,Regus,False,Real Estate,60.0,14458.0,449.96,Chevrolet,Cruze,2015.0,ACTIVE
L023973,2416.0,12.0,24.0,Full Time,MANAGER,FOREMAN MILLS,False,Retail,57.0,13143.2,473.47,Nissan,Altima,2014.0,ACTIVE
L023975,2800.0,12.0,12.0,,,Staffing Summit,False,Professional Services,54.0,16987.9,533.46,Jeep,Grand Cherokee,2015.0,CLOSED
L023976,2400.0,5.0,84.0,,,Rush Hospital,False,Healthcare,39.0,7880.4,387.06,Volkswagen,Jetta,2012.0,WRITE-OFF
L023977,2400.0,2.0,,,Labor,ASC Staffing Group,False,Other Services,51.0,12136.0,493.08,Nissan,Sentra,2018.0,ACTIVE
L023978,2500.0,121.0,24.0,Retired,,,False,Other Services,54.0,10435.0,372.71,Ford,Focus,2018.0,ACTIVE
L023980,3500.0,12.0,12.0,Full Time,,SALON SPA RS,False,Other Services,42.0,8509.9,383.33,Chevrolet,Cruze,2014.0,ACTIVE
L023982,2800.0,3.0,,,Operator,Sure Staff,False,Other Services,51.0,11824.7,470.07,Ford,Fusion,2016.0,ACTIVE
L023984,2800.0,8.0,12.0,,Labor,Clear Staff,False,Other Services,48.0,8379.3,308.75,Nissan,Altima,2013.0,ACTIVE
L023985,3840.0,8.0,12.0,,Construction,Luz Family Remodeling,False,Construction,39.0,9491.85,435.16,Buick,Encore,2016.0,ACTIVE
L023986,2100.0,4.0,12.0,,,Howl The Moon,False,Entertainment,54.0,14108.0,519.98,Dodge,Challenger,2013.0,ACTIVE
L023990,3000.0,4.0,24.0,Full Time,OPERATOR,ACCURATE PERSONNEL LLC,False,Other Services,57.0,13964.0,516.19,Hyundai,Elantra,2017.0,WRITE-OFF
L023992,2302.0,24.0,12.0,Full Time,ASSISTANT MANAGER,DOLLAR TREE,False,Retail,54.0,14517.9,543.93,Jeep,Grand Cherokee,2012.0,ACTIVE
L023994,3200.0,6.0,48.0,,,GUARDIAN SECURITY,False,Other Services,33.0,6446.0,390.99,Chevrolet,Cruze Limited,2016.0,WRITE-OFF
L023995,3700.0,61.0,0.0,Full Time,MACHINE OPERATOR,ALLIED PLASTICS,False,Manufacturing,54.0,16575.3,557.21,Jeep,Cherokee,2020.0,ACTIVE
L023996,3800.0,2.0,,,labor,Trade design and m / ford,False,Construction,51.0,9207.6,389.48,Nissan,Altima,2012.0,WRITE-OFF
L023999,2964.0,12.0,48.0,Full Time,DRIVER,DENLER&SONS,False,Unknown,54.0,13971.7,523.14,Chevrolet,Malibu,2015.0,WRITE-OFF
L024000,2900.0,3.0,0.0,Full Time,,JOKAT INC,False,Other Services,51.0,12005.1,526.78,Ford,Edge,2013.0,ACTIVE
L024002,3726.0,14.0,36.0,Full Time,TRUCK DRIVER,RUGBY ARCHITECTUAL,False,Construction,48.0,8910.77,332.94,Cadillac,ATS,2014.0,ACTIVE
L024003,3500.0,24.0,0.0,Full Time,BUS DRIVER,MILWAUKEE TRANSIT,False,Transport,54.0,14912.8,591.25,Chevrolet,Equinox,2015.0,ACTIVE
L024005,3600.0,3.0,0.0,Full Time,KITCHEN STAFF,CASA AMIGOS MEXICAN RESTAURANT,False,Hospitality,51.0,10542.1,401.28,Honda,Accord,2012.0,ACTIVE
L024006,2440.0,16.0,24.0,Full Time,LABOR,WORK NOW LLC,False,Other Services,54.0,15638.9,642.9,Chevrolet,Traverse,2013.0,CLOSED
L024007,2704.0,24.0,24.0,Full Time,MACHINE OPERATOR,RUKEL MANAGEMENT LLC,False,Manufacturing,54.0,14834.7,543.24,Volkswagen,Jetta,2014.0,WRITE-OFF
L024008,2760.0,3.0,240.0,Full Time,FORKLIFT DRIVER,SURE STAFF,False,Other Services,60.0,15052.7,490.17,Nissan,Altima,2015.0,ACTIVE
L024009,2620.0,12.0,12.0,Full Time,LABOR,LABOR NETWORK,False,Other Services,57.0,16801.5,667.64,Volkswagen,Passat,2014.0,WRITE-OFF
L024011,2400.0,18.0,24.0,Full Time,MAINTENCE,AMERICAN DIVERSIFIED STAFFING,False,Other Services,60.0,18353.0,650.39,Chevrolet,Equinox,2019.0,ACTIVE
L024012,2400.0,8.0,12.0,Full Time,LABOR,MULTI TEMPS SERVICES INC,False,Other Services,60.0,17380.6,630.12,Chevrolet,Colorado,2016.0,ACTIVE
L024013,2200.0,12.0,12.0,Full Time,LABOR,AJR FILTRATION INC,False,Manufacturing,57.0,14874.2,589.4,Nissan,Altima,2014.0,WRITE-OFF
L024014,2500.0,21.0,12.0,Full Time,CHEMICAL OPERATOR 2,MILLIPORE SIGMA,False,Manufacturing,48.0,11012.5,435.59,Dodge,Charger,2014.0,ACTIVE
L024015,2500.0,24.0,24.0,Full Time,,STAFFING PARTNERS,False,Professional Services,54.0,14914.2,585.22,Honda,CR-V,2010.0,ACTIVE
L024016,3800.0,12.0,36.0,Full Time,COLLECTION AGENT,ENOVA INTERNATIONAL,False,Finance,52.0,14309.6,544.46,Chevrolet,Impala,2014.0,CLOSED
L024017,2600.0,9.0,12.0,Full Time,COOK,MCDONALDS,False,Unknown,60.0,17497.5,521.87,Honda,CR-V,2014.0,ACTIVE
L024019,2700.0,5.0,84.0,Full Time,HOME CARE,AUAF HOMECARE,False,Healthcare,39.0,7247.6,400.34,Nissan,Murano,2012.0,CLOSED
L024020,2400.0,12.0,,,,SPIDER ELECTRONICS,False,Manufacturing,57.0,14988.5,573.88,Lincoln,Navigator L,2012.0,ACTIVE
L024021,2100.0,9.0,36.0,Full Time,ASSEMBLY,LABOT SOLUTION,False,Manufacturing,54.0,17440.4,633.88,Kia,Sorento,2016.0,CLOSED
L024023,2400.0,3.0,24.0,Full Time,PRODUCCION,SURESTAFF,False,Other Services,48.0,13615.8,519.47,Nissan,Sentra,2016.0,ACTIVE
L024025,3400.0,18.0,24.0,Full Time,LABORER,ELVIZ & MIZA INVESTMENTS LLC,False,Construction,54.0,14173.4,535.77,Ford,Explorer,2014.0,WRITE-OFF
L024027,3600.0,36.0,12.0,Full Time,LANDSCAPING,ROCK SPRING LANDSCAPE & CONSTR,False,Construction,54.0,14813.8,629.67,Ram,1500,2016.0,ACTIVE
L024028,2600.0,12.0,12.0,Full Time,ASSEMBLY,M AND M PALTECH INC,False,Manufacturing,57.0,17729.9,642.0,Jeep,Cherokee,2014.0,ACTIVE
L024029,2600.0,15.0,24.0,Full Time,CLEANING,PROPERTY MANAGEMENT EXPERTS,False,Other Services,60.0,16996.4,617.61,Ford,Escape,2018.0,ACTIVE
L024030,2022.0,12.0,144.0,Full Time,SPECIAL ED PARAPROFESSIONA,NORTH PALOS SCHOOL DISTRICT 11,False,Education,54.0,15259.0,584.64,Nissan,Versa,2021.0,ACTIVE
L024031,2600.0,2.0,24.0,Full Time,LABORER,IQ RESOURCE,False,Construction,54.0,16058.6,579.68,Chevrolet,Traverse,2015.0,WRITE-OFF
L024032,2500.0,12.0,0.0,Full Time,HEALTH CARE PROVIDER,GIRLING HEALTH CARE,False,Healthcare,42.0,11250.0,451.8,Nissan,Sentra,2018.0,WRITE-OFF
L024033,3200.0,36.0,12.0,Full Time,REMODELACION,ROJAS BROSS PAINTING AND REMOD,False,Construction,60.0,15850.1,516.14,Lincoln,MKZ,2016.0,ACTIVE
L024035,2640.0,7.0,12.0,Full Time,LABOR,RONS STAFFING INC,False,Other Services,48.0,12045.5,522.79,Chevrolet,Cruze,2013.0,WRITE-OFF
L024036,5000.0,120.0,36.0,Full Time,OWNER,REMOVAL & CLEANOUTS SCRAP,False,Unknown,60.0,21649.4,744.13,Chevrolet,Silverado 1500,2014.0,ACTIVE
L024037,2464.0,18.0,12.0,Full Time,PACKER,ATLAS EMPLOYMENT SERVICES,False,Other Services,57.0,17208.5,661.0,Honda,CR-V,2014.0,ACTIVE
L024038,3802.0,18.0,24.0,Full Time,,KARAVAN TRAILERS,False,Manufacturing,51.0,13585.5,518.19,Nissan,Pathfinder,2014.0,ACTIVE
L024039,2800.0,240.0,24.0,Full Time,,BRAKES PARTS INC LLC,False,Manufacturing,36.0,10313.2,435.04,Lexus,ES 350,2010.0,ACTIVE
L024040,2964.0,48.0,48.0,Full Time,FORKLIFT OPERATOR,ALLSTAFF,False,Other Services,42.0,10596.6,432.9,Volkswagen,Golf,2013.0,ACTIVE
L024041,2300.0,6.0,12.0,Full Time,OTHER,ONIN STAFFING,False,Other Services,48.0,13309.7,471.17,Ford,Explorer,2014.0,ACTIVE
L024042,2400.0,36.0,120.0,Full Time,HOUSE KEEPING,MARCYS CLEANING,False,Other Services,36.0,7857.4,359.2,Mercedes-Benz,C Class,2010.0,ACTIVE
L024043,2592.0,228.0,144.0,Full Time,FOOD SERVICE,GREAT LAKE NAVAL,False,Hospitality,51.0,10743.4,420.52,Volkswagen,Passat,2016.0,ACTIVE
L024044,3200.0,36.0,108.0,,Labor,Starbuck,False,Hospitality,53.0,13461.0,512.76,Jeep,Grand Cherokee,2015.0,ACTIVE
L024045,2800.0,12.0,120.0,Full Time,CLERK,PEOPLE AND BUSINESS SOLUTION,False,Professional Services,54.0,10435.0,370.14,Toyota,Camry,2014.0,ACTIVE
L024046,2240.0,2.0,24.0,Full Time,FOOD SERVICE,MC DONALDS,False,Hospitality,55.0,14520.6,549.41,Chevrolet,Trax,2018.0,ACTIVE
L024047,2400.0,1.0,12.0,Full Time,LABORER,SUPERIOR STAFFING INC,False,Other Services,45.0,9947.32,478.68,Dodge,Journey,2014.0,ACTIVE
L024048,2400.0,1.0,24.0,Full Time,STAFF,NETTIS KITCHEN INC,False,Hospitality,51.0,12132.7,513.77,Hyundai,Sonata,2016.0,ACTIVE
L024049,3000.0,1.0,24.0,Full Time,LABORER,RIVAZ FOODS LLC,False,Manufacturing,48.0,12978.4,563.46,Chevrolet,Traverse,2015.0,ACTIVE
L024051,3800.0,2.0,24.0,Full Time,LABORER,LABOR SOLUTION LLC,False,Construction,54.0,14814.3,607.15,Nissan,Rogue,2018.0,ACTIVE
L024052,2300.0,6.0,0.0,Full Time,LABORER,CLOVER EDGE FARMS,False,Agriculture,54.0,15531.7,610.89,Toyota,Tundra,2013.0,WRITE-OFF
L024053,8000.0,84.0,84.0,Full Time,GENERAL CONTRACTORS,EJP CONSTRUCTION,False,Construction,48.0,12823.3,470.17,Toyota,RAV4,2008.0,CLOSED
L024054,2480.0,8.0,12.0,Full Time,LABOR,HYRP STAFFING,False,Other Services,42.0,8915.0,375.52,Chevrolet,Cruze,2015.0,ACTIVE
L024055,3700.0,11.0,12.0,Full Time,LABORER,TEXAS ROADHOUSE,False,Hospitality,51.0,13310.1,549.7,Chrysler,200,2015.0,ACTIVE
L024058,2800.0,36.0,60.0,Full Time,,EL REY DEL POLLO ASADO,False,Hospitality,54.0,18991.4,636.51,Honda,Accord,2016.0,ACTIVE
L024059,3160.0,24.0,24.0,Full Time,STAFF,SABROSA MICHOACANA,False,Hospitality,54.0,14952.7,593.11,Toyota,Corolla,2016.0,ACTIVE
L024060,2900.0,16.0,48.0,Full Time,,MILWAUKEE COMPOSITES,False,Manufacturing,39.0,8802.87,461.16,GMC,Acadia,2012.0,WRITE-OFF
L024061,2400.0,2.0,,Full Time,LABOR,Lcv Staffing,False,Other Services,45.0,11458.0,520.18,Jeep,Liberty,2012.0,WRITE-OFF
L024062,2500.0,2.0,24.0,Full Time,OWNER,SELF EMPLOYED,False,Other Services,48.0,15526.0,556.86,Nissan,Versa Note,2018.0,WRITE-OFF
L024063,3000.0,4.0,36.0,Full Time,COOK PREP,THE BOARD ROOM,False,Hospitality,51.0,11488.1,502.61,Mitsubishi,Lancer,2017.0,ACTIVE
L024064,4000.0,144.0,96.0,Full Time,COOK,CHARRITO TACO'S,False,Hospitality,39.0,12376.5,626.57,Lincoln,MKX,2010.0,ACTIVE
L024065,2450.0,12.0,12.0,Full Time,MACHINE OPERATOR,JUST IN TIME STAFFING,False,Manufacturing,54.0,16163.3,566.21,GMC,Acadia,2011.0,ACTIVE
L024067,2400.0,12.0,12.0,Full Time,LABOR,ROARING FORK LLC,False,Other Services,57.0,14696.3,559.69,Jeep,Compass,2017.0,ACTIVE
L024069,5400.0,18.0,12.0,Full Time,LABOR,JIMMY JONHS,False,Hospitality,57.0,16679.1,600.81,Toyota,Corolla,2019.0,ACTIVE
L024070,4600.0,12.0,24.0,Full Time,,CONSTRUCTION JULIO,False,Construction,51.0,14127.6,613.22,Ford,Edge,2015.0,WRITE-OFF
L024071,2000.0,1.0,0.0,Full Time,,PILGRIM CLEANERS,False,Other Services,45.0,12329.3,564.52,Toyota,Corolla,2014.0,WRITE-OFF
L024072,2560.0,6.0,12.0,Full Time,,ELITE STAFFING INC,False,Unknown,57.0,15071.6,576.58,Toyota,Corolla,2019.0,ACTIVE
L024074,2720.0,144.0,84.0,Full Time,,BIANDEL CLEANING CORP,False,Other Services,57.0,14295.1,546.31,GMC,Acadia,2015.0,ACTIVE
L024075,2600.0,5.0,0.0,Full Time,LABOR,ADALINA,False,Other Services,57.0,15393.7,594.36,Nissan,Altima,2016.0,ACTIVE
L024076,6000.0,60.0,240.0,Full Time,,SELF EMPLOYED,False,Other Services,57.0,17240.6,595.63,Kia,Optima,2017.0,ACTIVE
L024077,3520.0,36.0,60.0,Full Time,LABOR,LRS,False,Other Services,42.0,11477.6,529.54,GMC,Terrain,2011.0,ACTIVE
L024078,3200.0,108.0,60.0,Full Time,FORKLIFT DRIVER,DIVERSIFIED  ENTITIES LLC,False,Other Services,60.0,19424.5,590.48,GMC,Acadia,2014.0,ACTIVE
L024079,2800.0,96.0,72.0,Full Time,LABOR,TIDY VIEW DAIRY INC,False,Agriculture,52.0,10344.5,475.73,Chevrolet,Trax,2015.0,ACTIVE
L024080,2240.0,1.0,24.0,Full Time,LABOR,SURESTAFF INC,False,Other Services,54.0,16268.1,541.13,Nissan,Altima,2018.0,ACTIVE
L024081,3000.0,12.0,36.0,Full Time,CUSTOMER SERVICE,AMIGO INS,False,Other Services,36.0,9734.44,516.69,Mazda,CX-9,2011.0,ACTIVE
L024082,3200.0,1.0,24.0,Full Time,GLASS HANDLE,CARDINAL GLASS INDUSTRIES INC,False,Manufacturing,57.0,16336.8,605.85,GMC,Acadia,2016.0,CLOSED
L024083,2492.0,3.0,0.0,Full Time,CHEFF,GUZMAN Y GOMEZ NAPERVILLE LLC,False,Hospitality,60.0,16414.8,592.48,Jeep,Grand Cherokee,2014.0,ACTIVE
L024084,3750.0,1.0,24.0,Full Time,CONSTRUCTION,ROSCH COMPANY,False,Unknown,60.0,15219.6,568.77,Cadillac,XTS,2013.0,ACTIVE
L024086,3700.0,7.0,24.0,Full Time,,J&W REMODELING,False,Construction,57.0,14110.3,572.73,Chevrolet,Silverado 1500,2008.0,ACTIVE
L024087,2640.0,5.0,24.0,Full Time,OPERADOR,CLEAR STAFF,False,Other Services,57.0,14169.8,569.72,Ford,Fusion,2016.0,WRITE-OFF
L024088,2368.0,3.0,24.0,Full Time,PRODUCCION,GUZMAN Y GOMEZ NAPERVILLE LLC,False,Unknown,60.0,18607.1,679.74,Mercedes-Benz,GLA,2017.0,ACTIVE
L024090,2160.0,6.0,12.0,Full Time,Janitor,diversified maintinance,False,Unknown,54.0,12644.5,472.03,Hyundai,Santa Fe Sport,2016.0,ACTIVE
L024091,4000.0,36.0,84.0,Full Time,,PEARL DECORATION AND PAINTING,False,Construction,54.0,18520.2,627.24,Nissan,Altima,2018.0,CLOSED
L024094,3900.0,13.0,48.0,Full Time,MACHIENE OPERATOR,AMAZON,False,Manufacturing,60.0,15866.2,387.64,Mazda,Mazda6 2017.5,2017.0,REPOED
L024095,3000.0,5.0,48.0,Full Time,STOWER,AMAZON,False,Wholesale,51.0,13403.6,535.1,Nissan,Altima,2018.0,WRITE-OFF
L024096,3800.0,24.0,48.0,Full Time,SPECIALIST,BEAM GLOBAL,False,Other Services,57.0,14136.7,546.3,Mazda,CX-5,2015.0,ACTIVE
L024097,1800.0,7.0,,,,Starbucks,False,Hospitality,42.0,10230.0,413.07,Ford,Escape,2013.0,ACTIVE
